Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
Wyoming County,000131,04,42,4204000131,PA,2019,03,04,"April, 2019",1,13400,12800,600,4.60,,,20190304,03201904,403,No,0
York County,000133,04,42,4204000133,PA,2019,03,04,"April, 2019",1,234800,225900,8900,3.80,,,20190304,03201904,404,No,0
Berks County WDA,000001,15,42,4215000001,PA,2019,03,04,"April, 2019",1,215200,206000,9200,4.30,,,20190304,03201904,405,No,0
Bucks County WDA,000002,15,42,4215000002,PA,2019,03,04,"April, 2019",1,342200,329400,12900,3.80,,,20190304,03201904,406,No,0
Central WDA,000003,15,42,4215000003,PA,2019,03,04,"April, 2019",1,300500,288000,12500,4.20,,,20190304,03201904,407,No,0
Chester County WDA,000004,15,42,4215000004,PA,2019,03,04,"April, 2019",1,285100,276300,8800,3.10,,,20190304,03201904,408,No,0
Delaware County WDA,000005,15,42,4215000005,PA,2019,03,04,"April, 2019",1,298000,286200,11700,3.90,,,20190304,03201904,409,No,0
Lackawanna County WDA,000006,15,42,4215000006,PA,2019,03,04,"April, 2019",1,104700,99700,5000,4.70,,,20190304,03201904,410,No,0
Lancaster County WDA,000007,15,42,4215000007,PA,2019,03,04,"April, 2019",1,283500,273800,9700,3.40,,,20190304,03201904,411,No,0
Lehigh Valley WDA,000008,15,42,4215000008,PA,2019,03,04,"April, 2019",1,353200,337400,15800,4.50,,,20190304,03201904,412,No,0
Luzerne-Schuylkill Counties WDA,000009,15,42,4215000009,PA,2019,03,04,"April, 2019",1,223700,211400,12300,5.50,,,20190304,03201904,413,No,0
Montgomery County WDA,000010,15,42,4215000010,PA,2019,03,04,"April, 2019",1,454500,438800,15700,3.50,,,20190304,03201904,414,No,0
North Central WDA,000011,15,42,4215000011,PA,2019,03,04,"April, 2019",1,82700,78700,4000,4.80,,,20190304,03201904,415,No,0
Northern Tier WDA,000012,15,42,4215000012,PA,2019,03,04,"April, 2019",1,83900,80200,3800,4.50,,,20190304,03201904,416,No,0
Northwest WDA,000013,15,42,4215000013,PA,2019,03,04,"April, 2019",1,227400,217300,10100,4.40,,,20190304,03201904,417,No,0
Philadelphia County WDA,000014,15,42,4215000014,PA,2019,03,04,"April, 2019",1,720900,681100,39800,5.50,,,20190304,03201904,418,No,0
Pocono Counties WDA,000015,15,42,4215000015,PA,2019,03,04,"April, 2019",1,162500,154100,8400,5.20,,,20190304,03201904,419,No,0
South Central WDA,000016,15,42,4215000016,PA,2019,03,04,"April, 2019",1,751400,724100,27300,3.60,,,20190304,03201904,420,No,0
Southern Alleghenies WDA,000017,15,42,4215000017,PA,2019,03,04,"April, 2019",1,201500,192000,9500,4.70,,,20190304,03201904,421,No,0
Southwest Corner WDA,000018,15,42,4215000018,PA,2019,03,04,"April, 2019",1,206800,197700,9100,4.40,,,20190304,03201904,422,No,0
Three Rivers WDA,000019,15,42,4215000019,PA,2019,03,04,"April, 2019",1,647600,621300,26300,4.10,,,20190304,03201904,423,No,0
Tri-County WDA,000020,15,42,4215000020,PA,2019,03,04,"April, 2019",1,170300,163200,7100,4.20,,,20190304,03201904,424,No,0
West Central WDA,000021,15,42,4215000021,PA,2019,03,04,"April, 2019",1,89500,85300,4200,4.70,,,20190304,03201904,425,No,0
Westmoreland and Fayette Counties WDA,000022,15,42,4215000022,PA,2019,03,04,"April, 2019",1,236800,225700,11100,4.70,,,20190304,03201904,426,No,0
"Allentown-Bethlehem-Easton, PA-NJ MSA",010900,31,42,4231010900,PA,2019,03,04,"April, 2019",1,442200,422800,19400,4.40,,,20190304,03201904,427,No,0
"Altoona, PA MSA",011020,31,42,4231011020,PA,2019,03,04,"April, 2019",1,59400,56900,2600,4.30,,,20190304,03201904,428,No,0
"Bloomsburg-Berwick, PA MSA",014100,31,42,4231014100,PA,2019,03,04,"April, 2019",1,42500,40600,1900,4.50,,,20190304,03201904,429,No,0
"Chambersburg-Waynesboro, PA MSA",016540,31,42,4231016540,PA,2019,03,04,"April, 2019",1,77300,74400,2900,3.70,,,20190304,03201904,430,No,0
"East Stroudsburg, PA MSA",020700,31,42,4231020700,PA,2019,03,04,"April, 2019",1,83300,78900,4400,5.30,,,20190304,03201904,431,No,0
"Erie, PA MSA",021500,31,42,4231021500,PA,2019,03,04,"April, 2019",1,128800,123100,5700,4.40,,,20190304,03201904,432,No,0
"Gettysburg, PA MSA",023900,31,42,4231023900,PA,2019,03,04,"April, 2019",1,55200,53500,1800,3.20,,,20190304,03201904,433,No,0
"Harrisburg-Carlisle, PA MSA",025420,31,42,4231025420,PA,2019,03,04,"April, 2019",1,300100,289100,11000,3.60,,,20190304,03201904,434,No,0
"Johnstown, PA MSA",027780,31,42,4231027780,PA,2019,03,04,"April, 2019",1,58000,55000,3000,5.20,,,20190304,03201904,435,No,0
"Lancaster, PA MSA",029540,31,42,4231029540,PA,2019,03,04,"April, 2019",1,283500,273800,9700,3.40,,,20190304,03201904,436,No,0
"Lebanon, PA MSA",030140,31,42,4231030140,PA,2019,03,04,"April, 2019",1,72000,69300,2700,3.80,,,20190304,03201904,437,No,0
"Montgomery-Bucks-Chester, PA Metro Division",033874,31,42,4231033874,PA,2019,03,04,"April, 2019",1,1084900,1046900,38000,3.50,,,20190304,03201904,438,No,0
"Philadelphia, PA Metro Division",037964,31,42,4231037964,PA,2019,03,04,"April, 2019",1,1019700,967800,51900,5.10,,,20190304,03201904,439,No,0
"Philadelphia, PA MSA - PA Part",037965,31,42,4231037965,PA,2019,03,04,"April, 2019",1,2099400,2012100,87300,4.20,,,20190304,03201904,440,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",037980,31,42,4231037980,PA,2019,03,04,"April, 2019",1,3120600,2995400,125200,4.00,,,20190304,03201904,441,No,0
"Pittsburgh, PA MSA",038300,31,42,4231038300,PA,2019,03,04,"April, 2019",1,1207500,1156000,51500,4.30,,,20190304,03201904,442,No,0
"Reading, PA MSA",039740,31,42,4231039740,PA,2019,03,04,"April, 2019",1,215200,206000,9200,4.30,,,20190304,03201904,443,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",042540,31,42,4231042540,PA,2019,03,04,"April, 2019",1,276200,261600,14600,5.30,,,20190304,03201904,444,No,0
"State College, PA MSA",044300,31,42,4231044300,PA,2019,03,04,"April, 2019",1,79900,77200,2600,3.30,,,20190304,03201904,445,No,0
"Williamsport, PA MSA",048700,31,42,4231048700,PA,2019,03,04,"April, 2019",1,56800,54100,2700,4.70,,,20190304,03201904,446,No,0
"York-Hanover, PA MSA",049620,31,42,4231049620,PA,2019,03,04,"April, 2019",1,234800,225900,8900,3.80,,,20190304,03201904,447,No,0
United States,000000,00,00,0000000000,US,2019,03,05,"May, 2019",1,162848000,156883000,5965000,3.70,62.9,60.6,20190305,03201905,448,No,0
Pennsylvania,000000,01,42,4201000000,PA,2019,03,05,"May, 2019",1,6475000,6197000,279000,4.30,63.0,60.3,20190305,03201905,449,No,0
Adams County,000001,04,42,4204000001,PA,2019,03,05,"May, 2019",1,55300,53500,1800,3.20,,,20190305,03201905,450,No,0
Allegheny County,000003,04,42,4204000003,PA,2019,03,05,"May, 2019",1,646200,619800,26400,4.10,,,20190305,03201905,451,No,0
Armstrong County,000005,04,42,4204000005,PA,2019,03,05,"May, 2019",1,32000,30400,1600,5.00,,,20190305,03201905,452,No,0
Beaver County,000007,04,42,4204000007,PA,2019,03,05,"May, 2019",1,83400,79700,3700,4.50,,,20190305,03201905,453,No,0
Bedford County,000009,04,42,4204000009,PA,2019,03,05,"May, 2019",1,23500,22400,1100,4.60,,,20190305,03201905,454,No,0
Berks County,000011,04,42,4204000011,PA,2019,03,05,"May, 2019",1,215500,206100,9300,4.30,,,20190305,03201905,455,No,0
Blair County,000013,04,42,4204000013,PA,2019,03,05,"May, 2019",1,59500,56900,2700,4.50,,,20190305,03201905,456,No,0
Bradford County,000015,04,42,4204000015,PA,2019,03,05,"May, 2019",1,28800,27600,1200,4.10,,,20190305,03201905,457,No,0
Bucks County,000017,04,42,4204000017,PA,2019,03,05,"May, 2019",1,343400,330200,13200,3.80,,,20190305,03201905,458,No,0
Butler County,000019,04,42,4204000019,PA,2019,03,05,"May, 2019",1,99700,95800,3900,3.90,,,20190305,03201905,459,No,0
Cambria County,000021,04,42,4204000021,PA,2019,03,05,"May, 2019",1,58000,54900,3100,5.30,,,20190305,03201905,460,No,0
Cameron County,000023,04,42,4204000023,PA,2019,03,05,"May, 2019",1,2100,2000,100,5.50,,,20190305,03201905,461,No,0
Carbon County,000025,04,42,4204000025,PA,2019,03,05,"May, 2019",1,32000,30300,1700,5.30,,,20190305,03201905,462,No,0
Centre County,000027,04,42,4204000027,PA,2019,03,05,"May, 2019",1,79700,77000,2700,3.30,,,20190305,03201905,463,No,0
Chester County,000029,04,42,4204000029,PA,2019,03,05,"May, 2019",1,286800,277400,9300,3.30,,,20190305,03201905,464,No,0
Clarion County,000031,04,42,4204000031,PA,2019,03,05,"May, 2019",1,16900,16000,800,4.80,,,20190305,03201905,465,No,0
Clearfield County,000033,04,42,4204000033,PA,2019,03,05,"May, 2019",1,35800,34000,1800,5.10,,,20190305,03201905,466,No,0
Clinton County,000035,04,42,4204000035,PA,2019,03,05,"May, 2019",1,18200,17200,1000,5.60,,,20190305,03201905,467,No,0
Columbia County,000037,04,42,4204000037,PA,2019,03,05,"May, 2019",1,33100,31400,1700,5.10,,,20190305,03201905,468,No,0
Crawford County,000039,04,42,4204000039,PA,2019,03,05,"May, 2019",1,38600,36800,1800,4.60,,,20190305,03201905,469,No,0
Cumberland County,000041,04,42,4204000041,PA,2019,03,05,"May, 2019",1,131900,127500,4400,3.30,,,20190305,03201905,470,No,0
Dauphin County,000043,04,42,4204000043,PA,2019,03,05,"May, 2019",1,143600,137800,5800,4.00,,,20190305,03201905,471,No,0
Delaware County,000045,04,42,4204000045,PA,2019,03,05,"May, 2019",1,297700,285700,12100,4.10,,,20190305,03201905,472,No,0
Elk County,000047,04,42,4204000047,PA,2019,03,05,"May, 2019",1,15600,14900,700,4.60,,,20190305,03201905,473,No,0
Erie County,000049,04,42,4204000049,PA,2019,03,05,"May, 2019",1,128600,122900,5700,4.40,,,20190305,03201905,474,No,0
Fayette County,000051,04,42,4204000051,PA,2019,03,05,"May, 2019",1,56500,53300,3200,5.70,,,20190305,03201905,475,No,0
Forest County,000053,04,42,4204000053,PA,2019,03,05,"May, 2019",1,1800,1700,100,6.10,,,20190305,03201905,476,No,0
Franklin County,000055,04,42,4204000055,PA,2019,03,05,"May, 2019",1,77400,74500,2900,3.80,,,20190305,03201905,477,No,0
Fulton County,000057,04,42,4204000057,PA,2019,03,05,"May, 2019",1,7900,7500,300,4.40,,,20190305,03201905,478,No,0
Greene County,000059,04,42,4204000059,PA,2019,03,05,"May, 2019",1,16700,15800,800,5.10,,,20190305,03201905,479,No,0
Huntingdon County,000061,04,42,4204000061,PA,2019,03,05,"May, 2019",1,19900,18800,1100,5.60,,,20190305,03201905,480,No,0
Indiana County,000063,04,42,4204000063,PA,2019,03,05,"May, 2019",1,38900,37000,1900,4.90,,,20190305,03201905,481,No,0
Jefferson County,000065,04,42,4204000065,PA,2019,03,05,"May, 2019",1,20500,19500,1000,4.70,,,20190305,03201905,482,No,0
Juniata County,000067,04,42,4204000067,PA,2019,03,05,"May, 2019",1,12600,12000,600,4.40,,,20190305,03201905,483,No,0
Lackawanna County,000069,04,42,4204000069,PA,2019,03,05,"May, 2019",1,104600,99400,5200,5.00,,,20190305,03201905,484,No,0
Lancaster County,000071,04,42,4204000071,PA,2019,03,05,"May, 2019",1,283900,274000,9800,3.50,,,20190305,03201905,485,No,0
Lawrence County,000073,04,42,4204000073,PA,2019,03,05,"May, 2019",1,40600,38500,2100,5.10,,,20190305,03201905,486,No,0
Lebanon County,000075,04,42,4204000075,PA,2019,03,05,"May, 2019",1,72200,69400,2800,3.80,,,20190305,03201905,487,No,0
Lehigh County,000077,04,42,4204000077,PA,2019,03,05,"May, 2019",1,192800,183900,8900,4.60,,,20190305,03201905,488,No,0
Luzerne County,000079,04,42,4204000079,PA,2019,03,05,"May, 2019",1,157500,148400,9000,5.70,,,20190305,03201905,489,No,0
Lycoming County,000081,04,42,4204000081,PA,2019,03,05,"May, 2019",1,56800,54100,2700,4.70,,,20190305,03201905,490,No,0
McKean County,000083,04,42,4204000083,PA,2019,03,05,"May, 2019",1,17300,16400,800,4.90,,,20190305,03201905,491,No,0
Mercer County,000085,04,42,4204000085,PA,2019,03,05,"May, 2019",1,48800,46400,2400,4.90,,,20190305,03201905,492,No,0
Mifflin County,000087,04,42,4204000087,PA,2019,03,05,"May, 2019",1,21000,20100,1000,4.70,,,20190305,03201905,493,No,0
Monroe County,000089,04,42,4204000089,PA,2019,03,05,"May, 2019",1,83300,78800,4500,5.40,,,20190305,03201905,494,No,0
Montgomery County,000091,04,42,4204000091,PA,2019,03,05,"May, 2019",1,454400,438300,16100,3.50,,,20190305,03201905,495,No,0
Montour County,000093,04,42,4204000093,PA,2019,03,05,"May, 2019",1,9000,8700,300,3.60,,,20190305,03201905,496,No,0
Northampton County,000095,04,42,4204000095,PA,2019,03,05,"May, 2019",1,161100,153800,7300,4.50,,,20190305,03201905,497,No,0
Northumberland County,000097,04,42,4204000097,PA,2019,03,05,"May, 2019",1,43200,40800,2400,5.60,,,20190305,03201905,498,No,0
Perry County,000099,04,42,4204000099,PA,2019,03,05,"May, 2019",1,24400,23500,900,3.60,,,20190305,03201905,499,No,0
Philadelphia County,000101,04,42,4204000101,PA,2019,03,05,"May, 2019",1,721900,681300,40600,5.60,,,20190305,03201905,500,No,0
Pike County,000103,04,42,4204000103,PA,2019,03,05,"May, 2019",1,25300,23900,1400,5.40,,,20190305,03201905,501,No,0
Potter County,000105,04,42,4204000105,PA,2019,03,05,"May, 2019",1,7300,6900,400,5.50,,,20190305,03201905,502,No,0
Schuylkill County,000107,04,42,4204000107,PA,2019,03,05,"May, 2019",1,66300,62700,3600,5.40,,,20190305,03201905,503,No,0
Snyder County,000109,04,42,4204000109,PA,2019,03,05,"May, 2019",1,20500,19200,1400,6.70,,,20190305,03201905,504,No,0
Somerset County,000111,04,42,4204000111,PA,2019,03,05,"May, 2019",1,33500,31700,1800,5.20,,,20190305,03201905,505,No,0
Sullivan County,000113,04,42,4204000113,PA,2019,03,05,"May, 2019",1,2700,2500,100,4.90,,,20190305,03201905,506,No,0
Susquehanna County,000115,04,42,4204000115,PA,2019,03,05,"May, 2019",1,20600,19700,900,4.30,,,20190305,03201905,507,No,0
Tioga County,000117,04,42,4204000117,PA,2019,03,05,"May, 2019",1,18900,17900,1000,5.10,,,20190305,03201905,508,No,0
Union County,000119,04,42,4204000119,PA,2019,03,05,"May, 2019",1,20100,19200,900,4.30,,,20190305,03201905,509,No,0
Venango County,000121,04,42,4204000121,PA,2019,03,05,"May, 2019",1,22400,21300,1100,4.80,,,20190305,03201905,510,No,0
Warren County,000123,04,42,4204000123,PA,2019,03,05,"May, 2019",1,18900,18100,800,4.40,,,20190305,03201905,511,No,0
Washington County,000125,04,42,4204000125,PA,2019,03,05,"May, 2019",1,106600,101900,4700,4.40,,,20190305,03201905,512,No,0
Wayne County,000127,04,42,4204000127,PA,2019,03,05,"May, 2019",1,22400,21300,1100,4.80,,,20190305,03201905,513,No,0
Westmoreland County,000129,04,42,4204000129,PA,2019,03,05,"May, 2019",1,180000,172000,8000,4.50,,,20190305,03201905,514,No,0
Wyoming County,000131,04,42,4204000131,PA,2019,03,05,"May, 2019",1,13500,12800,700,5.00,,,20190305,03201905,515,No,0
York County,000133,04,42,4204000133,PA,2019,03,05,"May, 2019",1,234600,225700,8900,3.80,,,20190305,03201905,516,No,0
Berks County WDA,000001,15,42,4215000001,PA,2019,03,05,"May, 2019",1,215500,206100,9300,4.30,,,20190305,03201905,517,No,0
Bucks County WDA,000002,15,42,4215000002,PA,2019,03,05,"May, 2019",1,343400,330200,13200,3.80,,,20190305,03201905,518,No,0
Central WDA,000003,15,42,4215000003,PA,2019,03,05,"May, 2019",1,303000,288700,14300,4.70,,,20190305,03201905,519,No,0
Chester County WDA,000004,15,42,4215000004,PA,2019,03,05,"May, 2019",1,286800,277400,9300,3.30,,,20190305,03201905,520,No,0
Delaware County WDA,000005,15,42,4215000005,PA,2019,03,05,"May, 2019",1,297700,285700,12100,4.10,,,20190305,03201905,521,No,0
Lackawanna County WDA,000006,15,42,4215000006,PA,2019,03,05,"May, 2019",1,104600,99400,5200,5.00,,,20190305,03201905,522,No,0
Lancaster County WDA,000007,15,42,4215000007,PA,2019,03,05,"May, 2019",1,283900,274000,9800,3.50,,,20190305,03201905,523,No,0
Lehigh Valley WDA,000008,15,42,4215000008,PA,2019,03,05,"May, 2019",1,353800,337700,16100,4.50,,,20190305,03201905,524,No,0
Luzerne-Schuylkill Counties WDA,000009,15,42,4215000009,PA,2019,03,05,"May, 2019",1,223600,211200,12400,5.60,,,20190305,03201905,525,No,0
Montgomery County WDA,000010,15,42,4215000010,PA,2019,03,05,"May, 2019",1,454400,438300,16100,3.50,,,20190305,03201905,526,No,0
North Central WDA,000011,15,42,4215000011,PA,2019,03,05,"May, 2019",1,82900,78700,4200,5.10,,,20190305,03201905,527,No,0
Northern Tier WDA,000012,15,42,4215000012,PA,2019,03,05,"May, 2019",1,84400,80500,3900,4.60,,,20190305,03201905,528,No,0
Northwest WDA,000013,15,42,4215000013,PA,2019,03,05,"May, 2019",1,227000,216600,10400,4.60,,,20190305,03201905,529,No,0
Philadelphia County WDA,000014,15,42,4215000014,PA,2019,03,05,"May, 2019",1,721900,681300,40600,5.60,,,20190305,03201905,530,No,0
Pocono Counties WDA,000015,15,42,4215000015,PA,2019,03,05,"May, 2019",1,163100,154500,8600,5.30,,,20190305,03201905,531,No,0
South Central WDA,000016,15,42,4215000016,PA,2019,03,05,"May, 2019",1,750400,722400,28000,3.70,,,20190305,03201905,532,No,0
Southern Alleghenies WDA,000017,15,42,4215000017,PA,2019,03,05,"May, 2019",1,202100,192100,10100,5.00,,,20190305,03201905,533,No,0
Southwest Corner WDA,000018,15,42,4215000018,PA,2019,03,05,"May, 2019",1,206600,197500,9200,4.40,,,20190305,03201905,534,No,0
Three Rivers WDA,000019,15,42,4215000019,PA,2019,03,05,"May, 2019",1,646200,619800,26400,4.10,,,20190305,03201905,535,No,0
Tri-County WDA,000020,15,42,4215000020,PA,2019,03,05,"May, 2019",1,170600,163200,7400,4.30,,,20190305,03201905,536,No,0
West Central WDA,000021,15,42,4215000021,PA,2019,03,05,"May, 2019",1,89500,85000,4500,5.00,,,20190305,03201905,537,No,0
Westmoreland and Fayette Counties WDA,000022,15,42,4215000022,PA,2019,03,05,"May, 2019",1,236500,225200,11300,4.80,,,20190305,03201905,538,No,0
"Allentown-Bethlehem-Easton, PA-NJ MSA",010900,31,42,4231010900,PA,2019,03,05,"May, 2019",1,442600,423100,19400,4.40,,,20190305,03201905,539,No,0
"Altoona, PA MSA",011020,31,42,4231011020,PA,2019,03,05,"May, 2019",1,59500,56900,2700,4.50,,,20190305,03201905,540,No,0
"Bloomsburg-Berwick, PA MSA",014100,31,42,4231014100,PA,2019,03,05,"May, 2019",1,42500,40600,1900,4.50,,,20190305,03201905,541,No,0
"Chambersburg-Waynesboro, PA MSA",016540,31,42,4231016540,PA,2019,03,05,"May, 2019",1,77400,74500,2900,3.80,,,20190305,03201905,542,No,0
"East Stroudsburg, PA MSA",020700,31,42,4231020700,PA,2019,03,05,"May, 2019",1,83300,78800,4500,5.40,,,20190305,03201905,543,No,0
"Erie, PA MSA",021500,31,42,4231021500,PA,2019,03,05,"May, 2019",1,128600,122900,5700,4.40,,,20190305,03201905,544,No,0
"Gettysburg, PA MSA",023900,31,42,4231023900,PA,2019,03,05,"May, 2019",1,55300,53500,1800,3.20,,,20190305,03201905,545,No,0
"Harrisburg-Carlisle, PA MSA",025420,31,42,4231025420,PA,2019,03,05,"May, 2019",1,300300,289100,11100,3.70,,,20190305,03201905,546,No,0
"Johnstown, PA MSA",027780,31,42,4231027780,PA,2019,03,05,"May, 2019",1,58000,54900,3100,5.30,,,20190305,03201905,547,No,0
"Lancaster, PA MSA",029540,31,42,4231029540,PA,2019,03,05,"May, 2019",1,283900,274000,9800,3.50,,,20190305,03201905,548,No,0
"Lebanon, PA MSA",030140,31,42,4231030140,PA,2019,03,05,"May, 2019",1,72200,69400,2800,3.80,,,20190305,03201905,549,No,0
"Montgomery-Bucks-Chester, PA Metro Division",033874,31,42,4231033874,PA,2019,03,05,"May, 2019",1,1086000,1047800,38300,3.50,,,20190305,03201905,550,No,0
"Philadelphia, PA Metro Division",037964,31,42,4231037964,PA,2019,03,05,"May, 2019",1,1021100,968800,52200,5.10,,,20190305,03201905,551,No,0
"Philadelphia, PA MSA - PA Part",037965,31,42,4231037965,PA,2019,03,05,"May, 2019",1,2101100,2010500,90600,4.30,,,20190305,03201905,552,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",037980,31,42,4231037980,PA,2019,03,05,"May, 2019",1,3124100,2998800,125300,4.00,,,20190305,03201905,553,No,0
"Pittsburgh, PA MSA",038300,31,42,4231038300,PA,2019,03,05,"May, 2019",1,1206700,1155000,51700,4.30,,,20190305,03201905,554,No,0
"Reading, PA MSA",039740,31,42,4231039740,PA,2019,03,05,"May, 2019",1,215500,206100,9300,4.30,,,20190305,03201905,555,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",042540,31,42,4231042540,PA,2019,03,05,"May, 2019",1,276200,261500,14700,5.30,,,20190305,03201905,556,No,0
"State College, PA MSA",044300,31,42,4231044300,PA,2019,03,05,"May, 2019",1,79700,77000,2700,3.30,,,20190305,03201905,557,No,0
"Williamsport, PA MSA",048700,31,42,4231048700,PA,2019,03,05,"May, 2019",1,56800,54100,2700,4.70,,,20190305,03201905,558,No,0
"York-Hanover, PA MSA",049620,31,42,4231049620,PA,2019,03,05,"May, 2019",1,234600,225700,8900,3.80,,,20190305,03201905,559,No,0
United States,000000,00,00,0000000000,US,2019,03,06,"June, 2019",1,163046000,157131000,5914000,3.60,62.9,60.7,20190306,03201906,560,No,0
Pennsylvania,000000,01,42,4201000000,PA,2019,03,06,"June, 2019",1,6482000,6200000,282000,4.40,63.1,60.4,20190306,03201906,561,No,0
Adams County,000001,04,42,4204000001,PA,2019,03,06,"June, 2019",1,55300,53500,1800,3.30,,,20190306,03201906,562,No,0
Allegheny County,000003,04,42,4204000003,PA,2019,03,06,"June, 2019",1,649500,623000,26500,4.10,,,20190306,03201906,563,No,0
Armstrong County,000005,04,42,4204000005,PA,2019,03,06,"June, 2019",1,32000,30500,1500,4.80,,,20190306,03201906,564,No,0
Beaver County,000007,04,42,4204000007,PA,2019,03,06,"June, 2019",1,83800,80100,3600,4.40,,,20190306,03201906,565,No,0
Bedford County,000009,04,42,4204000009,PA,2019,03,06,"June, 2019",1,23500,22400,1100,4.50,,,20190306,03201906,566,No,0
Berks County,000011,04,42,4204000011,PA,2019,03,06,"June, 2019",1,215800,206300,9500,4.40,,,20190306,03201906,567,No,0
Blair County,000013,04,42,4204000013,PA,2019,03,06,"June, 2019",1,59700,56900,2800,4.60,,,20190306,03201906,568,No,0
Bradford County,000015,04,42,4204000015,PA,2019,03,06,"June, 2019",1,28800,27600,1200,4.20,,,20190306,03201906,569,No,0
Bucks County,000017,04,42,4204000017,PA,2019,03,06,"June, 2019",1,344100,331000,13000,3.80,,,20190306,03201906,570,No,0
Butler County,000019,04,42,4204000019,PA,2019,03,06,"June, 2019",1,99900,96100,3800,3.80,,,20190306,03201906,571,No,0
Cambria County,000021,04,42,4204000021,PA,2019,03,06,"June, 2019",1,58000,54900,3100,5.40,,,20190306,03201906,572,No,0
Cameron County,000023,04,42,4204000023,PA,2019,03,06,"June, 2019",1,2100,2000,100,5.00,,,20190306,03201906,573,No,0
Carbon County,000025,04,42,4204000025,PA,2019,03,06,"June, 2019",1,32000,30300,1700,5.30,,,20190306,03201906,574,No,0
Centre County,000027,04,42,4204000027,PA,2019,03,06,"June, 2019",1,79600,76900,2700,3.40,,,20190306,03201906,575,No,0
Chester County,000029,04,42,4204000029,PA,2019,03,06,"June, 2019",1,286800,277900,9000,3.10,,,20190306,03201906,576,No,0
Clarion County,000031,04,42,4204000031,PA,2019,03,06,"June, 2019",1,17200,16400,800,4.60,,,20190306,03201906,577,No,0
Clearfield County,000033,04,42,4204000033,PA,2019,03,06,"June, 2019",1,35800,34000,1800,5.10,,,20190306,03201906,578,No,0
Clinton County,000035,04,42,4204000035,PA,2019,03,06,"June, 2019",1,18300,17300,1000,5.30,,,20190306,03201906,579,No,0
Columbia County,000037,04,42,4204000037,PA,2019,03,06,"June, 2019",1,33300,31700,1600,4.80,,,20190306,03201906,580,No,0
Crawford County,000039,04,42,4204000039,PA,2019,03,06,"June, 2019",1,38500,36800,1800,4.60,,,20190306,03201906,581,No,0
Cumberland County,000041,04,42,4204000041,PA,2019,03,06,"June, 2019",1,132600,128100,4400,3.30,,,20190306,03201906,582,No,0
Dauphin County,000043,04,42,4204000043,PA,2019,03,06,"June, 2019",1,144300,138500,5800,4.00,,,20190306,03201906,583,No,0
Delaware County,000045,04,42,4204000045,PA,2019,03,06,"June, 2019",1,298900,286800,12000,4.00,,,20190306,03201906,584,No,0
Elk County,000047,04,42,4204000047,PA,2019,03,06,"June, 2019",1,15600,14900,700,4.50,,,20190306,03201906,585,No,0
Erie County,000049,04,42,4204000049,PA,2019,03,06,"June, 2019",1,128600,122800,5800,4.50,,,20190306,03201906,586,No,0
Fayette County,000051,04,42,4204000051,PA,2019,03,06,"June, 2019",1,56800,53500,3300,5.80,,,20190306,03201906,587,No,0
Forest County,000053,04,42,4204000053,PA,2019,03,06,"June, 2019",1,1800,1700,100,7.10,,,20190306,03201906,588,No,0
Franklin County,000055,04,42,4204000055,PA,2019,03,06,"June, 2019",1,77600,74600,3000,3.80,,,20190306,03201906,589,No,0
Fulton County,000057,04,42,4204000057,PA,2019,03,06,"June, 2019",1,7900,7600,300,4.20,,,20190306,03201906,590,No,0
Greene County,000059,04,42,4204000059,PA,2019,03,06,"June, 2019",1,16600,15800,800,5.00,,,20190306,03201906,591,No,0
Huntingdon County,000061,04,42,4204000061,PA,2019,03,06,"June, 2019",1,20000,18900,1100,5.40,,,20190306,03201906,592,No,0
Indiana County,000063,04,42,4204000063,PA,2019,03,06,"June, 2019",1,39000,37100,1900,4.90,,,20190306,03201906,593,No,0
Jefferson County,000065,04,42,4204000065,PA,2019,03,06,"June, 2019",1,20500,19600,900,4.50,,,20190306,03201906,594,No,0
Juniata County,000067,04,42,4204000067,PA,2019,03,06,"June, 2019",1,12700,12200,500,4.30,,,20190306,03201906,595,No,0
Lackawanna County,000069,04,42,4204000069,PA,2019,03,06,"June, 2019",1,104700,99600,5100,4.90,,,20190306,03201906,596,No,0
Lancaster County,000071,04,42,4204000071,PA,2019,03,06,"June, 2019",1,284600,274600,10000,3.50,,,20190306,03201906,597,No,0
Lawrence County,000073,04,42,4204000073,PA,2019,03,06,"June, 2019",1,40600,38500,2000,5.00,,,20190306,03201906,598,No,0
Lebanon County,000075,04,42,4204000075,PA,2019,03,06,"June, 2019",1,72400,69600,2800,3.90,,,20190306,03201906,599,No,0
Lehigh County,000077,04,42,4204000077,PA,2019,03,06,"June, 2019",1,193100,184300,8700,4.50,,,20190306,03201906,600,No,0
Luzerne County,000079,04,42,4204000079,PA,2019,03,06,"June, 2019",1,157600,148700,8900,5.60,,,20190306,03201906,601,No,0
