Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
Chester County WDA,4,15,42,4215000004,PA,2018,3,4,"April, 2018",1,280900,271400,9500,3.4,,,20180304,3201804,408,No,0
Delaware County WDA,5,15,42,4215000005,PA,2018,3,4,"April, 2018",1,295400,283000,12300,4.2,,,20180304,3201804,409,No,0
Lackawanna County WDA,6,15,42,4215000006,PA,2018,3,4,"April, 2018",1,105900,100800,5100,4.8,,,20180304,3201804,410,No,0
Lancaster County WDA,7,15,42,4215000007,PA,2018,3,4,"April, 2018",1,281000,271000,9900,3.5,,,20180304,3201804,411,No,0
Lehigh Valley WDA,8,15,42,4215000008,PA,2018,3,4,"April, 2018",1,349800,332900,16800,4.8,,,20180304,3201804,412,No,0
Luzerne-Schuylkill Counties WDA,9,15,42,4215000009,PA,2018,3,4,"April, 2018",1,224600,212000,12600,5.6,,,20180304,3201804,413,No,0
Montgomery County WDA,10,15,42,4215000010,PA,2018,3,4,"April, 2018",1,449200,432700,16500,3.7,,,20180304,3201804,414,No,0
North Central WDA,11,15,42,4215000011,PA,2018,3,4,"April, 2018",1,83200,78800,4300,5.2,,,20180304,3201804,415,No,0
Northern Tier WDA,12,15,42,4215000012,PA,2018,3,4,"April, 2018",1,84300,80300,4000,4.7,,,20180304,3201804,416,No,0
Northwest WDA,13,15,42,4215000013,PA,2018,3,4,"April, 2018",1,228600,217000,11600,5.1,,,20180304,3201804,417,No,0
Philadelphia County WDA,14,15,42,4215000014,PA,2018,3,4,"April, 2018",1,708700,666300,42400,6,,,20180304,3201804,418,No,0
Pocono Counties WDA,15,15,42,4215000015,PA,2018,3,4,"April, 2018",1,161200,152300,8900,5.5,,,20180304,3201804,419,No,0
South Central WDA,16,15,42,4215000016,PA,2018,3,4,"April, 2018",1,746200,716800,29400,3.9,,,20180304,3201804,420,No,0
Southern Alleghenies WDA,17,15,42,4215000017,PA,2018,3,4,"April, 2018",1,202500,192200,10200,5.1,,,20180304,3201804,421,No,0
Southwest Corner WDA,18,15,42,4215000018,PA,2018,3,4,"April, 2018",1,206700,196600,10100,4.9,,,20180304,3201804,422,No,0
Three Rivers WDA,19,15,42,4215000019,PA,2018,3,4,"April, 2018",1,644500,616800,27700,4.3,,,20180304,3201804,423,No,0
Tri-County WDA,20,15,42,4215000020,PA,2018,3,4,"April, 2018",1,169900,162000,7900,4.7,,,20180304,3201804,424,No,0
West Central WDA,21,15,42,4215000021,PA,2018,3,4,"April, 2018",1,91000,86200,4800,5.2,,,20180304,3201804,425,No,0
Westmoreland and Fayette Counties WDA,22,15,42,4215000022,PA,2018,3,4,"April, 2018",1,237000,225000,12000,5.1,,,20180304,3201804,426,No,0
"Allentown-Bethlehem-Easton, PA-NJ MSA",10900,31,42,4231010900,PA,2018,3,4,"April, 2018",1,436500,416100,20400,4.7,,,20180304,3201804,427,No,0
"Altoona, PA MSA",11020,31,42,4231011020,PA,2018,3,4,"April, 2018",1,59500,56900,2600,4.4,,,20180304,3201804,428,No,0
"Bloomsburg-Berwick, PA MSA",14100,31,42,4231014100,PA,2018,3,4,"April, 2018",1,42600,40600,2000,4.7,,,20180304,3201804,429,No,0
"Chambersburg-Waynesboro, PA MSA",16540,31,42,4231016540,PA,2018,3,4,"April, 2018",1,76600,73500,3000,4,,,20180304,3201804,430,No,0
"East Stroudsburg, PA MSA",20700,31,42,4231020700,PA,2018,3,4,"April, 2018",1,82200,77500,4600,5.6,,,20180304,3201804,431,No,0
"Erie, PA MSA",21500,31,42,4231021500,PA,2018,3,4,"April, 2018",1,129100,122700,6400,5,,,20180304,3201804,432,No,0
"Gettysburg, PA MSA",23900,31,42,4231023900,PA,2018,3,4,"April, 2018",1,55000,53200,1800,3.3,,,20180304,3201804,433,No,0
"Harrisburg-Carlisle, PA MSA",25420,31,42,4231025420,PA,2018,3,4,"April, 2018",1,296100,284700,11400,3.9,,,20180304,3201804,434,No,0
"Johnstown, PA MSA",27780,31,42,4231027780,PA,2018,3,4,"April, 2018",1,58400,55200,3100,5.4,,,20180304,3201804,435,No,0
"Lancaster, PA MSA",29540,31,42,4231029540,PA,2018,3,4,"April, 2018",1,281000,271000,9900,3.5,,,20180304,3201804,436,No,0
"Lebanon, PA MSA",30140,31,42,4231030140,PA,2018,3,4,"April, 2018",1,71000,68200,2800,3.9,,,20180304,3201804,437,No,0
"Montgomery-Bucks-Chester, PA Metro Division",33874,31,42,4231033874,PA,2018,3,4,"April, 2018",1,1069300,1030500,38800,3.6,,,20180304,3201804,438,No,0
"Philadelphia, PA Metro Division",37964,31,42,4231037964,PA,2018,3,4,"April, 2018",1,1003500,949100,54400,5.4,,,20180304,3201804,439,No,0
"Philadelphia, PA MSA - PA Part",37965,31,42,4231037965,PA,2018,3,4,"April, 2018",1,2072800,1979800,93000,4.5,,,20180304,3201804,440,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37980,31,42,4231037980,PA,2018,3,4,"April, 2018",1,3081000,2945800,135200,4.4,,,20180304,3201804,441,No,0
"Pittsburgh, PA MSA",38300,31,42,4231038300,PA,2018,3,4,"April, 2018",1,1201300,1147600,53700,4.5,,,20180304,3201804,442,No,0
"Reading, PA MSA",39740,31,42,4231039740,PA,2018,3,4,"April, 2018",1,212300,203100,9100,4.3,,,20180304,3201804,443,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",42540,31,42,4231042540,PA,2018,3,4,"April, 2018",1,277700,263300,14400,5.2,,,20180304,3201804,444,No,0
"State College, PA MSA",44300,31,42,4231044300,PA,2018,3,4,"April, 2018",1,79200,76500,2700,3.4,,,20180304,3201804,445,No,0
"Williamsport, PA MSA",48700,31,42,4231048700,PA,2018,3,4,"April, 2018",1,57500,54600,2900,5,,,20180304,3201804,446,No,0
"York-Hanover, PA MSA",49620,31,42,4231049620,PA,2018,3,4,"April, 2018",1,234100,224500,9500,4.1,,,20180304,3201804,447,No,0
United States,0,0,0,0,US,2018,3,5,"May, 2018",1,161897000,155688000,6209000,3.8,62.9,60.5,20180305,3201805,448,No,0
Pennsylvania,0,1,42,4201000000,PA,2018,3,5,"May, 2018",1,6425000,6141000,284000,4.4,62.6,59.8,20180305,3201805,449,No,0
Adams County,1,4,42,4204000001,PA,2018,3,5,"May, 2018",1,55100,53300,1800,3.3,,,20180305,3201805,450,No,0
Allegheny County,3,4,42,4204000003,PA,2018,3,5,"May, 2018",1,643000,616900,26000,4.1,,,20180305,3201805,451,No,0
Armstrong County,5,4,42,4204000005,PA,2018,3,5,"May, 2018",1,32000,30400,1700,5.2,,,20180305,3201805,452,No,0
Beaver County,7,4,42,4204000007,PA,2018,3,5,"May, 2018",1,83400,79600,3800,4.5,,,20180305,3201805,453,No,0
Bedford County,9,4,42,4204000009,PA,2018,3,5,"May, 2018",1,23500,22500,1100,4.6,,,20180305,3201805,454,No,0
Berks County,11,4,42,4204000011,PA,2018,3,5,"May, 2018",1,212700,203600,9100,4.3,,,20180305,3201805,455,No,0
Blair County,13,4,42,4204000013,PA,2018,3,5,"May, 2018",1,59500,56900,2600,4.4,,,20180305,3201805,456,No,0
Bradford County,15,4,42,4204000015,PA,2018,3,5,"May, 2018",1,28800,27500,1300,4.4,,,20180305,3201805,457,No,0
Bucks County,17,4,42,4204000017,PA,2018,3,5,"May, 2018",1,340000,327100,12900,3.8,,,20180305,3201805,458,No,0
Butler County,19,4,42,4204000019,PA,2018,3,5,"May, 2018",1,98900,95100,3800,3.8,,,20180305,3201805,459,No,0
Cambria County,21,4,42,4204000021,PA,2018,3,5,"May, 2018",1,58400,55200,3200,5.4,,,20180305,3201805,460,No,0
Cameron County,23,4,42,4204000023,PA,2018,3,5,"May, 2018",1,2100,2000,100,4.9,,,20180305,3201805,461,No,0
Carbon County,25,4,42,4204000025,PA,2018,3,5,"May, 2018",1,31700,30100,1700,5.2,,,20180305,3201805,462,No,0
Centre County,27,4,42,4204000027,PA,2018,3,5,"May, 2018",1,79200,76600,2700,3.4,,,20180305,3201805,463,No,0
Chester County,29,4,42,4204000029,PA,2018,3,5,"May, 2018",1,281400,272400,9000,3.2,,,20180305,3201805,464,No,0
Clarion County,31,4,42,4204000031,PA,2018,3,5,"May, 2018",1,17300,16400,800,4.8,,,20180305,3201805,465,No,0
Clearfield County,33,4,42,4204000033,PA,2018,3,5,"May, 2018",1,35700,33900,1900,5.2,,,20180305,3201805,466,No,0
Clinton County,35,4,42,4204000035,PA,2018,3,5,"May, 2018",1,18200,17300,900,5.2,,,20180305,3201805,467,No,0
Columbia County,37,4,42,4204000037,PA,2018,3,5,"May, 2018",1,33100,31500,1600,4.7,,,20180305,3201805,468,No,0
Crawford County,39,4,42,4204000039,PA,2018,3,5,"May, 2018",1,38800,37000,1800,4.6,,,20180305,3201805,469,No,0
Cumberland County,41,4,42,4204000041,PA,2018,3,5,"May, 2018",1,130000,125800,4300,3.3,,,20180305,3201805,470,No,0
Dauphin County,43,4,42,4204000043,PA,2018,3,5,"May, 2018",1,142200,136500,5700,4,,,20180305,3201805,471,No,0
Delaware County,45,4,42,4204000045,PA,2018,3,5,"May, 2018",1,295500,283700,11900,4,,,20180305,3201805,472,No,0
Elk County,47,4,42,4204000047,PA,2018,3,5,"May, 2018",1,15800,15200,600,3.8,,,20180305,3201805,473,No,0
Erie County,49,4,42,4204000049,PA,2018,3,5,"May, 2018",1,129000,122700,6300,4.9,,,20180305,3201805,474,No,0
Fayette County,51,4,42,4204000051,PA,2018,3,5,"May, 2018",1,56700,53300,3300,5.9,,,20180305,3201805,475,No,0
Forest County,53,4,42,4204000053,PA,2018,3,5,"May, 2018",1,1800,1700,100,6.9,,,20180305,3201805,476,No,0
Franklin County,55,4,42,4204000055,PA,2018,3,5,"May, 2018",1,76800,73700,3000,3.9,,,20180305,3201805,477,No,0
Fulton County,57,4,42,4204000057,PA,2018,3,5,"May, 2018",1,7900,7500,300,4.1,,,20180305,3201805,478,No,0
Greene County,59,4,42,4204000059,PA,2018,3,5,"May, 2018",1,16600,15700,800,4.9,,,20180305,3201805,479,No,0
Huntingdon County,61,4,42,4204000061,PA,2018,3,5,"May, 2018",1,19800,18800,1000,5.3,,,20180305,3201805,480,No,0
Indiana County,63,4,42,4204000063,PA,2018,3,5,"May, 2018",1,38500,36700,1800,4.7,,,20180305,3201805,481,No,0
Jefferson County,65,4,42,4204000065,PA,2018,3,5,"May, 2018",1,20500,19500,1000,4.8,,,20180305,3201805,482,No,0
Juniata County,67,4,42,4204000067,PA,2018,3,5,"May, 2018",1,12500,12000,500,3.9,,,20180305,3201805,483,No,0
Lackawanna County,69,4,42,4204000069,PA,2018,3,5,"May, 2018",1,105600,100700,4900,4.6,,,20180305,3201805,484,No,0
Lancaster County,71,4,42,4204000071,PA,2018,3,5,"May, 2018",1,281800,271800,9900,3.5,,,20180305,3201805,485,No,0
Lawrence County,73,4,42,4204000073,PA,2018,3,5,"May, 2018",1,40800,38700,2100,5.1,,,20180305,3201805,486,No,0
Lebanon County,75,4,42,4204000075,PA,2018,3,5,"May, 2018",1,71200,68400,2700,3.9,,,20180305,3201805,487,No,0
Lehigh County,77,4,42,4204000077,PA,2018,3,5,"May, 2018",1,190700,181700,9000,4.7,,,20180305,3201805,488,No,0
Luzerne County,79,4,42,4204000079,PA,2018,3,5,"May, 2018",1,158200,149600,8600,5.4,,,20180305,3201805,489,No,0
Lycoming County,81,4,42,4204000081,PA,2018,3,5,"May, 2018",1,57300,54500,2800,4.9,,,20180305,3201805,490,No,0
McKean County,83,4,42,4204000083,PA,2018,3,5,"May, 2018",1,17900,17000,900,4.8,,,20180305,3201805,491,No,0
Mercer County,85,4,42,4204000085,PA,2018,3,5,"May, 2018",1,50200,47900,2300,4.6,,,20180305,3201805,492,No,0
Mifflin County,87,4,42,4204000087,PA,2018,3,5,"May, 2018",1,20700,19700,1000,4.7,,,20180305,3201805,493,No,0
Monroe County,89,4,42,4204000089,PA,2018,3,5,"May, 2018",1,82300,77700,4600,5.6,,,20180305,3201805,494,No,0
Montgomery County,91,4,42,4204000091,PA,2018,3,5,"May, 2018",1,448900,433300,15700,3.5,,,20180305,3201805,495,No,0
Montour County,93,4,42,4204000093,PA,2018,3,5,"May, 2018",1,9000,8700,300,3.6,,,20180305,3201805,496,No,0
Northampton County,95,4,42,4204000095,PA,2018,3,5,"May, 2018",1,159300,152200,7000,4.4,,,20180305,3201805,497,No,0
Northumberland County,97,4,42,4204000097,PA,2018,3,5,"May, 2018",1,42800,40500,2300,5.4,,,20180305,3201805,498,No,0
Perry County,99,4,42,4204000099,PA,2018,3,5,"May, 2018",1,24100,23200,900,3.8,,,20180305,3201805,499,No,0
Philadelphia County,101,4,42,4204000101,PA,2018,3,5,"May, 2018",1,709100,668300,40800,5.7,,,20180305,3201805,500,No,0
Pike County,103,4,42,4204000103,PA,2018,3,5,"May, 2018",1,25100,23800,1300,5.2,,,20180305,3201805,501,No,0
Potter County,105,4,42,4204000105,PA,2018,3,5,"May, 2018",1,7200,6800,400,5.3,,,20180305,3201805,502,No,0
Schuylkill County,107,4,42,4204000107,PA,2018,3,5,"May, 2018",1,66000,62500,3500,5.3,,,20180305,3201805,503,No,0
Snyder County,109,4,42,4204000109,PA,2018,3,5,"May, 2018",1,20000,19200,800,4.1,,,20180305,3201805,504,No,0
Somerset County,111,4,42,4204000111,PA,2018,3,5,"May, 2018",1,33600,31800,1800,5.3,,,20180305,3201805,505,No,0
Sullivan County,113,4,42,4204000113,PA,2018,3,5,"May, 2018",1,2700,2600,100,4.9,,,20180305,3201805,506,No,0
Susquehanna County,115,4,42,4204000115,PA,2018,3,5,"May, 2018",1,20400,19600,800,4,,,20180305,3201805,507,No,0
Tioga County,117,4,42,4204000117,PA,2018,3,5,"May, 2018",1,18700,17800,1000,5.3,,,20180305,3201805,508,No,0
Union County,119,4,42,4204000119,PA,2018,3,5,"May, 2018",1,19400,18700,800,3.9,,,20180305,3201805,509,No,0
Venango County,121,4,42,4204000121,PA,2018,3,5,"May, 2018",1,22400,21300,1100,4.9,,,20180305,3201805,510,No,0
Warren County,123,4,42,4204000123,PA,2018,3,5,"May, 2018",1,18900,18100,800,4.4,,,20180305,3201805,511,No,0
Washington County,125,4,42,4204000125,PA,2018,3,5,"May, 2018",1,106100,101400,4600,4.4,,,20180305,3201805,512,No,0
Wayne County,127,4,42,4204000127,PA,2018,3,5,"May, 2018",1,22300,21300,1100,4.7,,,20180305,3201805,513,No,0
Westmoreland County,129,4,42,4204000129,PA,2018,3,5,"May, 2018",1,179600,171600,8000,4.5,,,20180305,3201805,514,No,0
Wyoming County,131,4,42,4204000131,PA,2018,3,5,"May, 2018",1,13600,13000,600,4.4,,,20180305,3201805,515,No,0
York County,133,4,42,4204000133,PA,2018,3,5,"May, 2018",1,234100,224600,9500,4,,,20180305,3201805,516,No,0
Berks County WDA,1,15,42,4215000001,PA,2018,3,5,"May, 2018",1,212700,203600,9100,4.3,,,20180305,3201805,517,No,0
Bucks County WDA,2,15,42,4215000002,PA,2018,3,5,"May, 2018",1,340000,327100,12900,3.8,,,20180305,3201805,518,No,0
Central WDA,3,15,42,4215000003,PA,2018,3,5,"May, 2018",1,301100,288000,13100,4.4,,,20180305,3201805,519,No,0
Chester County WDA,4,15,42,4215000004,PA,2018,3,5,"May, 2018",1,281400,272400,9000,3.2,,,20180305,3201805,520,No,0
Delaware County WDA,5,15,42,4215000005,PA,2018,3,5,"May, 2018",1,295500,283700,11900,4,,,20180305,3201805,521,No,0
Lackawanna County WDA,6,15,42,4215000006,PA,2018,3,5,"May, 2018",1,105600,100700,4900,4.6,,,20180305,3201805,522,No,0
Lancaster County WDA,7,15,42,4215000007,PA,2018,3,5,"May, 2018",1,281800,271800,9900,3.5,,,20180305,3201805,523,No,0
Lehigh Valley WDA,8,15,42,4215000008,PA,2018,3,5,"May, 2018",1,349900,334000,15900,4.6,,,20180305,3201805,524,No,0
Luzerne-Schuylkill Counties WDA,9,15,42,4215000009,PA,2018,3,5,"May, 2018",1,224100,212100,12000,5.3,,,20180305,3201805,525,No,0
Montgomery County WDA,10,15,42,4215000010,PA,2018,3,5,"May, 2018",1,448900,433300,15700,3.5,,,20180305,3201805,526,No,0
North Central WDA,11,15,42,4215000011,PA,2018,3,5,"May, 2018",1,83400,79200,4200,5.1,,,20180305,3201805,527,No,0
Northern Tier WDA,12,15,42,4215000012,PA,2018,3,5,"May, 2018",1,84300,80400,3800,4.5,,,20180305,3201805,528,No,0
Northwest WDA,13,15,42,4215000013,PA,2018,3,5,"May, 2018",1,228300,217400,10900,4.8,,,20180305,3201805,529,No,0
Philadelphia County WDA,14,15,42,4215000014,PA,2018,3,5,"May, 2018",1,709100,668300,40800,5.7,,,20180305,3201805,530,No,0
Pocono Counties WDA,15,15,42,4215000015,PA,2018,3,5,"May, 2018",1,161300,152800,8500,5.3,,,20180305,3201805,531,No,0
South Central WDA,16,15,42,4215000016,PA,2018,3,5,"May, 2018",1,744200,716800,27400,3.7,,,20180305,3201805,532,No,0
Southern Alleghenies WDA,17,15,42,4215000017,PA,2018,3,5,"May, 2018",1,202500,192600,9900,4.9,,,20180305,3201805,533,No,0
Southwest Corner WDA,18,15,42,4215000018,PA,2018,3,5,"May, 2018",1,205900,196800,9100,4.4,,,20180305,3201805,534,No,0
Three Rivers WDA,19,15,42,4215000019,PA,2018,3,5,"May, 2018",1,643000,616900,26000,4.1,,,20180305,3201805,535,No,0
Tri-County WDA,20,15,42,4215000020,PA,2018,3,5,"May, 2018",1,169500,162200,7300,4.3,,,20180305,3201805,536,No,0
West Central WDA,21,15,42,4215000021,PA,2018,3,5,"May, 2018",1,91000,86500,4400,4.9,,,20180305,3201805,537,No,0
Westmoreland and Fayette Counties WDA,22,15,42,4215000022,PA,2018,3,5,"May, 2018",1,236300,224900,11300,4.8,,,20180305,3201805,538,No,0
"Allentown-Bethlehem-Easton, PA-NJ MSA",10900,31,42,4231010900,PA,2018,3,5,"May, 2018",1,436900,416600,20300,4.6,,,20180305,3201805,539,No,0
"Altoona, PA MSA",11020,31,42,4231011020,PA,2018,3,5,"May, 2018",1,59500,56900,2600,4.4,,,20180305,3201805,540,No,0
"Bloomsburg-Berwick, PA MSA",14100,31,42,4231014100,PA,2018,3,5,"May, 2018",1,42700,40700,2000,4.6,,,20180305,3201805,541,No,0
"Chambersburg-Waynesboro, PA MSA",16540,31,42,4231016540,PA,2018,3,5,"May, 2018",1,76800,73700,3000,3.9,,,20180305,3201805,542,No,0
"East Stroudsburg, PA MSA",20700,31,42,4231020700,PA,2018,3,5,"May, 2018",1,82300,77700,4600,5.6,,,20180305,3201805,543,No,0
"Erie, PA MSA",21500,31,42,4231021500,PA,2018,3,5,"May, 2018",1,129000,122700,6300,4.9,,,20180305,3201805,544,No,0
"Gettysburg, PA MSA",23900,31,42,4231023900,PA,2018,3,5,"May, 2018",1,55100,53300,1800,3.3,,,20180305,3201805,545,No,0
"Harrisburg-Carlisle, PA MSA",25420,31,42,4231025420,PA,2018,3,5,"May, 2018",1,296500,285200,11300,3.8,,,20180305,3201805,546,No,0
"Johnstown, PA MSA",27780,31,42,4231027780,PA,2018,3,5,"May, 2018",1,58400,55200,3200,5.4,,,20180305,3201805,547,No,0
"Lancaster, PA MSA",29540,31,42,4231029540,PA,2018,3,5,"May, 2018",1,281800,271800,9900,3.5,,,20180305,3201805,548,No,0
"Lebanon, PA MSA",30140,31,42,4231030140,PA,2018,3,5,"May, 2018",1,71200,68400,2700,3.9,,,20180305,3201805,549,No,0
"Montgomery-Bucks-Chester, PA Metro Division",33874,31,42,4231033874,PA,2018,3,5,"May, 2018",1,1071200,1032700,38500,3.6,,,20180305,3201805,550,No,0
"Philadelphia, PA Metro Division",37964,31,42,4231037964,PA,2018,3,5,"May, 2018",1,1005300,951400,53900,5.4,,,20180305,3201805,551,No,0
"Philadelphia, PA MSA - PA Part",37965,31,42,4231037965,PA,2018,3,5,"May, 2018",1,2072700,1983000,89700,4.3,,,20180305,3201805,552,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37980,31,42,4231037980,PA,2018,3,5,"May, 2018",1,3083000,2949600,133400,4.3,,,20180305,3201805,553,No,0
"Pittsburgh, PA MSA",38300,31,42,4231038300,PA,2018,3,5,"May, 2018",1,1200800,1147900,52900,4.4,,,20180305,3201805,554,No,0
"Reading, PA MSA",39740,31,42,4231039740,PA,2018,3,5,"May, 2018",1,212700,203600,9100,4.3,,,20180305,3201805,555,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",42540,31,42,4231042540,PA,2018,3,5,"May, 2018",1,277800,263400,14400,5.2,,,20180305,3201805,556,No,0
"State College, PA MSA",44300,31,42,4231044300,PA,2018,3,5,"May, 2018",1,79200,76600,2700,3.4,,,20180305,3201805,557,No,0
"Williamsport, PA MSA",48700,31,42,4231048700,PA,2018,3,5,"May, 2018",1,57300,54500,2800,4.9,,,20180305,3201805,558,No,0
"York-Hanover, PA MSA",49620,31,42,4231049620,PA,2018,3,5,"May, 2018",1,234100,224600,9500,4,,,20180305,3201805,559,No,0
United States,0,0,0,0,US,2018,3,6,"June, 2018",1,162200000,155768000,6432000,4,63,60.5,20180306,3201806,560,No,0
Pennsylvania,0,1,42,4201000000,PA,2018,3,6,"June, 2018",1,6431000,6149000,282000,4.4,62.6,59.9,20180306,3201806,561,No,0
Adams County,1,4,42,4204000001,PA,2018,3,6,"June, 2018",1,55200,53400,1800,3.3,,,20180306,3201806,562,No,0
Allegheny County,3,4,42,4204000003,PA,2018,3,6,"June, 2018",1,644400,616900,27500,4.3,,,20180306,3201806,563,No,0
Armstrong County,5,4,42,4204000005,PA,2018,3,6,"June, 2018",1,32100,30400,1700,5.3,,,20180306,3201806,564,No,0
Beaver County,7,4,42,4204000007,PA,2018,3,6,"June, 2018",1,83600,79600,4000,4.8,,,20180306,3201806,565,No,0
Bedford County,9,4,42,4204000009,PA,2018,3,6,"June, 2018",1,23700,22600,1100,4.7,,,20180306,3201806,566,No,0
Berks County,11,4,42,4204000011,PA,2018,3,6,"June, 2018",1,213100,203900,9200,4.3,,,20180306,3201806,567,No,0
Blair County,13,4,42,4204000013,PA,2018,3,6,"June, 2018",1,59500,56900,2700,4.5,,,20180306,3201806,568,No,0
Bradford County,15,4,42,4204000015,PA,2018,3,6,"June, 2018",1,29100,27800,1300,4.6,,,20180306,3201806,569,No,0
Bucks County,17,4,42,4204000017,PA,2018,3,6,"June, 2018",1,340600,327200,13400,3.9,,,20180306,3201806,570,No,0
Butler County,19,4,42,4204000019,PA,2018,3,6,"June, 2018",1,99100,95000,4100,4.1,,,20180306,3201806,571,No,0
Cambria County,21,4,42,4204000021,PA,2018,3,6,"June, 2018",1,58300,55200,3200,5.4,,,20180306,3201806,572,No,0
Cameron County,23,4,42,4204000023,PA,2018,3,6,"June, 2018",1,2100,2000,100,5.2,,,20180306,3201806,573,No,0
Carbon County,25,4,42,4204000025,PA,2018,3,6,"June, 2018",1,31700,30100,1600,5.2,,,20180306,3201806,574,No,0
Centre County,27,4,42,4204000027,PA,2018,3,6,"June, 2018",1,79400,76700,2700,3.4,,,20180306,3201806,575,No,0
Chester County,29,4,42,4204000029,PA,2018,3,6,"June, 2018",1,283100,273700,9400,3.3,,,20180306,3201806,576,No,0
Clarion County,31,4,42,4204000031,PA,2018,3,6,"June, 2018",1,17400,16500,900,5.2,,,20180306,3201806,577,No,0
Clearfield County,33,4,42,4204000033,PA,2018,3,6,"June, 2018",1,35800,33900,1900,5.3,,,20180306,3201806,578,No,0
Clinton County,35,4,42,4204000035,PA,2018,3,6,"June, 2018",1,18400,17300,1000,5.6,,,20180306,3201806,579,No,0
Columbia County,37,4,42,4204000037,PA,2018,3,6,"June, 2018",1,33700,32000,1700,5,,,20180306,3201806,580,No,0
Crawford County,39,4,42,4204000039,PA,2018,3,6,"June, 2018",1,39100,37300,1900,4.8,,,20180306,3201806,581,No,0
Cumberland County,41,4,42,4204000041,PA,2018,3,6,"June, 2018",1,130700,126100,4600,3.5,,,20180306,3201806,582,No,0
Dauphin County,43,4,42,4204000043,PA,2018,3,6,"June, 2018",1,142700,136800,5900,4.2,,,20180306,3201806,583,No,0
Delaware County,45,4,42,4204000045,PA,2018,3,6,"June, 2018",1,296500,283900,12600,4.3,,,20180306,3201806,584,No,0
Elk County,47,4,42,4204000047,PA,2018,3,6,"June, 2018",1,15900,15200,600,4,,,20180306,3201806,585,No,0
Erie County,49,4,42,4204000049,PA,2018,3,6,"June, 2018",1,129000,122800,6200,4.8,,,20180306,3201806,586,No,0
Fayette County,51,4,42,4204000051,PA,2018,3,6,"June, 2018",1,56800,53300,3400,6,,,20180306,3201806,587,No,0
Forest County,53,4,42,4204000053,PA,2018,3,6,"June, 2018",1,1800,1700,100,6.6,,,20180306,3201806,588,No,0
Franklin County,55,4,42,4204000055,PA,2018,3,6,"June, 2018",1,77000,74000,3000,3.9,,,20180306,3201806,589,No,0
Fulton County,57,4,42,4204000057,PA,2018,3,6,"June, 2018",1,8000,7600,300,4.3,,,20180306,3201806,590,No,0
Greene County,59,4,42,4204000059,PA,2018,3,6,"June, 2018",1,16600,15700,900,5.2,,,20180306,3201806,591,No,0
Huntingdon County,61,4,42,4204000061,PA,2018,3,6,"June, 2018",1,19900,18800,1100,5.5,,,20180306,3201806,592,No,0
Indiana County,63,4,42,4204000063,PA,2018,3,6,"June, 2018",1,38700,36700,2000,5.1,,,20180306,3201806,593,No,0
Jefferson County,65,4,42,4204000065,PA,2018,3,6,"June, 2018",1,20600,19600,1000,5.1,,,20180306,3201806,594,No,0
Juniata County,67,4,42,4204000067,PA,2018,3,6,"June, 2018",1,12500,12000,500,4,,,20180306,3201806,595,No,0
Lackawanna County,69,4,42,4204000069,PA,2018,3,6,"June, 2018",1,105600,100600,5000,4.7,,,20180306,3201806,596,No,0
Lancaster County,71,4,42,4204000071,PA,2018,3,6,"June, 2018",1,282400,272500,9900,3.5,,,20180306,3201806,597,No,0
Lawrence County,73,4,42,4204000073,PA,2018,3,6,"June, 2018",1,40900,38800,2100,5.1,,,20180306,3201806,598,No,0
Lebanon County,75,4,42,4204000075,PA,2018,3,6,"June, 2018",1,71300,68600,2700,3.8,,,20180306,3201806,599,No,0
Lehigh County,77,4,42,4204000077,PA,2018,3,6,"June, 2018",1,191300,181900,9400,4.9,,,20180306,3201806,600,No,0
Luzerne County,79,4,42,4204000079,PA,2018,3,6,"June, 2018",1,158300,149400,8900,5.6,,,20180306,3201806,601,No,0
Lycoming County,81,4,42,4204000081,PA,2018,3,6,"June, 2018",1,57200,54400,2800,4.9,,,20180306,3201806,602,No,0
McKean County,83,4,42,4204000083,PA,2018,3,6,"June, 2018",1,17900,17000,900,4.9,,,20180306,3201806,603,No,0
Mercer County,85,4,42,4204000085,PA,2018,3,6,"June, 2018",1,50200,47800,2500,4.9,,,20180306,3201806,604,No,0
Mifflin County,87,4,42,4204000087,PA,2018,3,6,"June, 2018",1,20800,19800,1000,5,,,20180306,3201806,605,No,0
Monroe County,89,4,42,4204000089,PA,2018,3,6,"June, 2018",1,82400,77800,4600,5.5,,,20180306,3201806,606,No,0
Montgomery County,91,4,42,4204000091,PA,2018,3,6,"June, 2018",1,450400,433900,16500,3.7,,,20180306,3201806,607,No,0
Montour County,93,4,42,4204000093,PA,2018,3,6,"June, 2018",1,9100,8800,300,3.5,,,20180306,3201806,608,No,0
Northampton County,95,4,42,4204000095,PA,2018,3,6,"June, 2018",1,159700,152300,7400,4.6,,,20180306,3201806,609,No,0
