County,AUN,LEA,School Code,School,Oct 1 Enrollment Grades 7-12,Male Dropouts,Female Dropouts,Dropouts,Dropout Rate
Delaware,125234502,Haverford Township SD,9999,Haverford Township SD,4,0,0,0,0.00%
Delaware,125235103,Interboro SD,1881,Glenolden Sch,155,0,0,0,0.00%
Delaware,125235103,Interboro SD,1885,Interboro SHS,"1,057",6,2,8,0.76%
Delaware,125235103,Interboro SD,1883,Norwood Sch,131,0,0,0,0.00%
Delaware,125235103,Interboro SD,6508,Prospect Park Sch,140,0,0,0,0.00%
Delaware,125235103,Interboro SD,4847,Tinicum Sch,86,0,0,0,0.00%
Delaware,125235502,Marple Newtown SD,9999,Marple Newtown SD,26,0,0,0,0.00%
Delaware,125235502,Marple Newtown SD,1902,Marple Newtown SHS,"1,054",1,1,2,0.19%
Delaware,125235502,Marple Newtown SD,1901,Paxon Hollow MS,534,0,0,0,0.00%
Delaware,125236903,Penn-Delco SD,5143,Northley MS,557,0,0,0,0.00%
Delaware,125236903,Penn-Delco SD,9999,Penn-Delco SD,4,0,0,0,0.00%
Delaware,125236903,Penn-Delco SD,1915,Sun Valley HS,"1,050",0,1,1,0.10%
Delaware,125237603,Radnor Township SD,6511,Radnor MS,596,0,0,0,0.00%
Delaware,125237603,Radnor Township SD,1921,Radnor SHS,"1,196",0,0,0,0.00%
Delaware,125237702,Ridley SD,1934,Ridley HS,"1,822",2,3,5,0.27%
Delaware,125237702,Ridley SD,7218,Ridley MS,864,0,0,0,0.00%
Delaware,125237702,Ridley SD,9999,Ridley SD,3,0,0,0,0.00%
Delaware,125237903,Rose Tree Media SD,1942,Penncrest HS,"1,194",0,1,1,0.08%
Delaware,125237903,Rose Tree Media SD,9999,Rose Tree Media SD,8,0,0,0,0.00%
Delaware,125237903,Rose Tree Media SD,6625,Springton Lake MS,624,0,0,0,0.00%
Delaware,125238402,Southeast Delco SD,6516,Academy Park HS,"1,303",22,7,29,2.23%
Delaware,125238402,Southeast Delco SD,1861,Darby Twp Sch,162,0,0,0,0.00%
Delaware,125238402,Southeast Delco SD,6505,Delcroft Sch,180,0,0,0,0.00%
Delaware,125238402,Southeast Delco SD,6501,Harris Sch,205,0,0,0,0.00%
Delaware,125238402,Southeast Delco SD,1943,Sharon Hill Sch,159,1,0,1,0.63%
Delaware,125238502,Springfield SD,1949,Richardson MS,644,0,0,0,0.00%
Delaware,125238502,Springfield SD,1950,Springfield HS,"1,320",0,1,1,0.08%
Delaware,125239452,Upper Darby SD,1970,Beverly Hills MS,"1,015",0,0,0,0.00%
Delaware,125239452,Upper Darby SD,1971,Drexel Hill MS,973,0,0,0,0.00%
Delaware,125239452,Upper Darby SD,9999,Upper Darby SD,78,2,3,5,6.41%
Delaware,125239452,Upper Darby SD,1972,Upper Darby SHS,"3,845",37,27,64,1.66%
Delaware,125233517,Vision Academy CS,8338,Vision Academy Charter School,68,0,0,0,0.00%
Delaware,125239603,Wallingford-Swarthmore SD,5287,Strath Haven HS,"1,194",2,0,2,0.17%
Delaware,125239603,Wallingford-Swarthmore SD,1908,Strath Haven MS,604,0,0,0,0.00%
Delaware,125230002,Widener Partnership CS,7907,Widener Partnership CS,65,0,0,0,0.00%
Delaware,125239652,William Penn SD,8231,Penn Wood HS,"1,457",22,13,35,2.40%
Delaware,125239652,William Penn SD,7918,Penn Wood MS,730,0,0,0,0.00%
Elk,109243503,Johnsonburg Area SD,6218,Johnsonburg Area HS,277,1,3,4,1.44%
Elk,109243503,Johnsonburg Area SD,9999,Johnsonburg Area SD,2,0,0,0,0.00%
Elk,109246003,Ridgway Area SD,1989,Ridgway Area HS,237,4,2,6,2.53%
Elk,109246003,Ridgway Area SD,6805,Ridgway Area MS,113,0,0,0,0.00%
Elk,109248003,Saint Marys Area SD,9999,Saint Marys Area SD,2,0,0,0,0.00%
Elk,109248003,Saint Marys Area SD,1992,St Marys Area MS,341,0,0,0,0.00%
Elk,109248003,Saint Marys Area SD,5169,St Marys Area SHS,664,6,4,10,1.51%
Erie,105251453,Corry Area SD,1998,Corry Area HS,610,5,2,7,1.15%
Erie,105251453,Corry Area SD,7793,Corry Area MS,333,0,0,0,0.00%
Erie,105251453,Corry Area SD,9999,Corry Area SD,2,0,0,0,0.00%
Erie,105252602,Erie City SD,8419,East MS,450,0,0,0,0.00%
Erie,105252602,Erie City SD,9999,Erie City SD,37,6,1,7,18.92%
Erie,105252602,Erie City SD,8417,Erie HS,"2,149",120,93,213,9.91%
Erie,105252602,Erie City SD,7515,Northwest PA Collegiate Academy,860,2,1,3,0.35%
Erie,105252602,Erie City SD,8420,Strong Vincent MS,544,0,0,0,0.00%
Erie,105252602,Erie City SD,2025,Woodrow Wilson MS,500,0,0,0,0.00%
Erie,105257512,Erie Rise Leadership Academy CS,8163,Erie Rise Leadership Academy Charter Sch,79,0,0,0,0.00%
Erie,105253303,Fairview SD,6737,Fairview HS,546,0,1,1,0.18%
Erie,105253303,Fairview SD,2032,Fairview MS,288,0,0,0,0.00%
Erie,105253303,Fairview SD,9999,Fairview SD,1,0,0,0,0.00%
Erie,105253553,Fort LeBoeuf SD,5328,Fort LeBoeuf MS,359,0,0,0,0.00%
Erie,105253553,Fort LeBoeuf SD,9999,Fort LeBoeuf SD,4,0,0,0,0.00%
Erie,105253553,Fort LeBoeuf SD,2037,Fort LeBoeuf SHS,657,1,3,4,0.61%
Erie,105253903,General McLane SD,2040,General McLane HS,709,4,2,6,0.85%
Erie,105253903,General McLane SD,5225,James W Parker MS,329,0,0,0,0.00%
Erie,105254053,Girard SD,2043,Girard HS,491,8,5,13,2.65%
Erie,105254053,Girard SD,9999,Girard SD,4,0,0,0,0.00%
Erie,105254053,Girard SD,6777,Rice Avenue MS,255,0,0,0,0.00%
Erie,105254353,Harbor Creek SD,2048,Harbor Creek Junior HS,343,0,0,0,0.00%
Erie,105254353,Harbor Creek SD,7948,Harbor Creek Senior HS,690,0,1,1,0.14%
Erie,105256553,Iroquois SD,4817,Iroquois JSHS,582,6,3,9,1.55%
Erie,105257602,Millcreek Township SD,4954,James S Wilson MS,381,0,0,0,0.00%
Erie,105257602,Millcreek Township SD,8071,McDowell HS,"2,139",7,3,10,0.47%
Erie,105257602,Millcreek Township SD,9999,Millcreek Township SD,44,0,0,0,0.00%
Erie,105257602,Millcreek Township SD,7384,Walnut Creek MS,330,0,0,0,0.00%
Erie,105257602,Millcreek Township SD,2062,Westlake MS,406,0,0,0,0.00%
Erie,105258303,North East SD,6145,North East HS,491,5,2,7,1.43%
Erie,105258303,North East SD,7360,North East MS,290,0,0,0,0.00%
Erie,105258503,Northwestern SD,6146,Northwestern MS,252,0,0,0,0.00%
Erie,105258503,Northwestern SD,6745,Northwestern SHS,418,3,2,5,1.20%
Erie,105250001,Perseus House CS of Excellence,7770,Perseus House CS of Excellence,556,19,13,32,5.76%
Erie,105252920,Robert Benjamin Wiley Community CS,7532,Robert Benjamin Wiley Community CS,100,1,0,1,1.00%
Erie,105259103,Union City Area SD,9999,Union City Area SD,1,0,0,0,0.00%
Erie,105259103,Union City Area SD,2075,Union City HS,313,1,0,1,0.32%
Erie,105259103,Union City Area SD,7289,Union City MS,176,0,0,0,0.00%
Erie,105259703,Wattsburg Area SD,6148,Seneca HS,439,2,0,2,0.46%
Erie,105259703,Wattsburg Area SD,6654,Wattsburg Area MS,206,0,0,0,0.00%
Fayette,101260303,Albert Gallatin Area SD,6001,Albert Gallatin Area SHS,"1,041",12,11,23,2.21%
Fayette,101260303,Albert Gallatin Area SD,7607,Albert Gallatin North MS,251,0,0,0,0.00%
Fayette,101260303,Albert Gallatin Area SD,7608,Albert Gallatin South MS,248,2,0,2,0.81%
Fayette,101260803,Brownsville Area SD,4818,Brownsville Area HS,464,13,11,24,5.17%
Fayette,101260803,Brownsville Area SD,2154,Brownsville Area MS,231,1,1,2,0.87%
Fayette,101266007,Connellsville Area Career & Technical Ce,6643,Connellsville Area Career & Technical Ce,523,1,1,2,0.38%
Fayette,101261302,Connellsville Area SD,2105,Connellsville Area MS,714,0,0,0,0.00%
Fayette,101261302,Connellsville Area SD,5228,Connellsville Area SHS,"1,175",28,9,37,3.15%
Fayette,101262903,Frazier SD,2126,Frazier HS,340,2,0,2,0.59%
Fayette,101262903,Frazier SD,7176,Frazier MS,155,0,0,0,0.00%
Fayette,101262903,Frazier SD,9999,Frazier SD,7,0,0,0,0.00%
Fayette,101264003,Laurel Highlands SD,5146,Laurel Highlands MS,459,1,0,1,0.22%
Fayette,101264003,Laurel Highlands SD,9999,Laurel Highlands SD,45,2,1,3,6.67%
Fayette,101264003,Laurel Highlands SD,6600,Laurel Highlands SHS,867,3,8,11,1.27%
Fayette,101268003,Uniontown Area SD,6933,A J McMullen Sch,93,0,0,0,0.00%
Fayette,101268003,Uniontown Area SD,2182,Ben Franklin Sch,175,0,0,0,0.00%
Fayette,101268003,Uniontown Area SD,7934,Lafayette MS,123,0,0,0,0.00%
Fayette,101268003,Uniontown Area SD,9999,Uniontown Area SD,29,6,0,6,20.69%
Fayette,101268003,Uniontown Area SD,2184,Uniontown Area SHS,780,14,10,24,3.08%
Forest,106272003,Forest Area SD,6159,East Forest JSHS,79,0,0,0,0.00%
Forest,106272003,Forest Area SD,9999,Forest Area SD,16,0,0,0,0.00%
Forest,106272003,Forest Area SD,6161,West Forest JSHS,121,0,1,1,0.83%
Franklin,112281302,Chambersburg Area SD,8244,Chambersburg Area Career Magnet Sch,702,2,0,2,0.28%
Franklin,112281302,Chambersburg Area SD,2190,Chambersburg Area MS - North,798,0,0,0,0.00%
Franklin,112281302,Chambersburg Area SD,6615,Chambersburg Area MS - South,724,0,0,0,0.00%
Franklin,112281302,Chambersburg Area SD,9999,Chambersburg Area SD,42,1,1,2,4.76%
Franklin,112281302,Chambersburg Area SD,2191,Chambersburg Area SHS,"2,128",59,23,82,3.85%
Franklin,112282004,Fannett-Metal SD,7508,Fannett-Metal MS,87,0,0,0,0.00%
Franklin,112282004,Fannett-Metal SD,2201,Fannett-Metal SHS,139,0,1,1,0.72%
Franklin,112283003,Greencastle-Antrim SD,5117,Greencastle-Antrim MS,518,0,0,0,0.00%
Franklin,112283003,Greencastle-Antrim SD,2206,Greencastle-Antrim SHS,928,3,4,7,0.75%
Franklin,112286003,Tuscarora SD,6280,James Buchanan HS,695,8,9,17,2.45%
Franklin,112286003,Tuscarora SD,6281,James Buchanan MS,390,0,0,0,0.00%
Franklin,112286003,Tuscarora SD,9999,Tuscarora SD,1,0,0,0,0.00%
Franklin,112289003,Waynesboro Area SD,8408,Waynesboro Area MS,746,0,0,0,0.00%
Franklin,112289003,Waynesboro Area SD,2243,Waynesboro Area SHS,"1,279",12,7,19,1.49%
Fulton,111291304,Central Fulton SD,6252,McConnellsburg HS,268,3,0,3,1.12%
Fulton,111291304,Central Fulton SD,7734,McConnellsburg MS,165,0,0,0,0.00%
Fulton,111292304,Forbes Road SD,2246,Forbes Road JSHS,146,2,0,2,1.37%
Fulton,111297504,Southern Fulton SD,2253,Southern Fulton JSHS,330,3,2,5,1.52%
Greene,101301303,Carmichaels Area SD,7112,Carmichaels Area HS,352,0,1,1,0.28%
Greene,101301303,Carmichaels Area SD,8345,Carmichaels Area MS,147,0,0,0,0.00%
Greene,101301403,Central Greene SD,9999,Central Greene SD,7,0,0,0,0.00%
Greene,101301403,Central Greene SD,6010,Miller MS,259,0,0,0,0.00%
Greene,101301403,Central Greene SD,5118,Waynesburg Central HS,519,3,4,7,1.35%
Greene,101303503,Jefferson-Morgan SD,7029,Jefferson-Morgan El Sch,9,0,0,0,0.00%
Greene,101303503,Jefferson-Morgan SD,2280,Jefferson-Morgan MS/HS,312,2,1,3,0.96%
Greene,101306503,Southeastern Greene SD,2284,Mapletown JSHS,247,0,0,0,0.00%
Greene,101306503,Southeastern Greene SD,9999,Southeastern Greene SD,1,0,0,0,0.00%
Greene,101308503,West Greene SD,8442,West Greene JSHS,295,2,1,3,1.02%
Greene,101308503,West Greene SD,9999,West Greene SD,5,0,0,0,0.00%
Huntingdon,111312503,Huntingdon Area SD,5333,Huntingdon Area MS,292,0,0,0,0.00%
Huntingdon,111312503,Huntingdon Area SD,9999,Huntingdon Area SD,9,2,0,2,22.22%
Huntingdon,111312503,Huntingdon Area SD,2305,Huntingdon Area SHS,555,5,6,11,1.98%
Huntingdon,111312804,Juniata Valley SD,2308,Juniata Valley JSHS,363,2,0,2,0.55%
Huntingdon,111316003,Mount Union Area SD,2297,Mount Union Area JHS,207,0,0,0,0.00%
Huntingdon,111316003,Mount Union Area SD,7944,Mount Union Area SHS,399,0,1,1,0.25%
Huntingdon,111440001,New Day CS,7762,New Day Charter School,161,8,6,14,8.70%
Huntingdon,111317503,Southern Huntingdon County SD,2313,Southern Huntingdon Co HS/MS,529,0,1,1,0.19%
Indiana,128321103,Blairsville-Saltsburg SD,2317,Blairsville MS,141,0,0,0,0.00%
Indiana,128321103,Blairsville-Saltsburg SD,4706,Blairsville SHS,284,4,5,9,3.17%
Indiana,128321103,Blairsville-Saltsburg SD,9999,Blairsville-Saltsburg SD,10,0,0,0,0.00%
Indiana,128321103,Blairsville-Saltsburg SD,2353,Saltsburg MS/HS,240,0,1,1,0.42%
Indiana,128323303,Homer-Center SD,2331,Homer-Center JSHS,418,0,2,2,0.48%
Indiana,128323703,Indiana Area SD,2324,Indiana Area JHS,455,1,0,1,0.22%
Indiana,128323703,Indiana Area SD,9999,Indiana Area SD,11,0,0,0,0.00%
Indiana,128323703,Indiana Area SD,2325,Indiana Area SHS,903,3,6,9,1.00%
Indiana,128325203,Marion Center Area SD,2339,Marion Center Area JR/SR HS,600,2,2,4,0.67%
Indiana,128326303,Penns Manor Area SD,2345,Penns Manor Area JSHS,367,1,1,2,0.54%
Indiana,128326303,Penns Manor Area SD,9999,Penns Manor Area SD,15,0,0,0,0.00%
Indiana,128327303,Purchase Line SD,2350,Purchase Line JSHS,380,1,0,1,0.26%
Indiana,128327303,Purchase Line SD,9999,Purchase Line SD,6,0,0,0,0.00%
Indiana,128328003,United SD,2358,United JSHS,478,0,0,0,0.00%
Indiana,128328003,United SD,9999,United SD,8,1,0,1,12.50%
Jefferson,106330703,Brockway Area SD,2362,Brockway Area JSHS,448,1,0,1,0.22%
Jefferson,106330703,Brockway Area SD,9999,Brockway Area SD,2,0,0,0,0.00%
Jefferson,106330803,Brookville Area SD,6162,Brookville JSHS,667,4,2,6,0.90%
Jefferson,106333407,Jefferson County-DuBois AVTS,5180,Jefferson County-DuBois AVTS,374,3,2,5,1.34%
Jefferson,106338003,Punxsutawney Area SD,8437,Punxsutawney Area El Sch,1,0,0,0,0.00%
Jefferson,106338003,Punxsutawney Area SD,6165,Punxsutawney Area HS,864,8,5,13,1.50%
Jefferson,106338003,Punxsutawney Area SD,9999,Punxsutawney Area SD,19,0,0,0,0.00%
Juniata,111343603,Juniata County SD,2394,East Juniata JSHS,489,1,1,2,0.41%
Juniata,111343603,Juniata County SD,6255,Juniata SHS,588,7,4,11,1.87%
Juniata,111343603,Juniata County SD,7220,Tuscarora MS,272,0,3,3,1.10%
Lackawanna,119350303,Abington Heights SD,5091,Abington Heights HS,"1,075",5,2,7,0.65%
Lackawanna,119350303,Abington Heights SD,6839,Abington Heights MS,549,0,0,0,0.00%
Lackawanna,119350303,Abington Heights SD,9999,Abington Heights SD,9,0,0,0,0.00%
Lackawanna,119351303,Carbondale Area SD,2420,Carbondale Area JSHS,721,4,3,7,0.97%
Lackawanna,119351303,Carbondale Area SD,9999,Carbondale Area SD,7,0,0,0,0.00%
Lackawanna,119352203,Dunmore SD,8312,Dunmore JSHS,703,2,1,3,0.43%
Lackawanna,119350001,Fell CS,7746,Fell CS,21,0,0,0,0.00%
Lackawanna,119355028,Howard Gardner Multiple Intelligence CS,8209,Howard Gardner Multiple Intelligence CS,45,0,0,0,0.00%
Lackawanna,119354603,Lakeland SD,6404,Lakeland JSHS,700,4,3,7,1.00%
Lackawanna,119355503,Mid Valley SD,9999,Mid Valley SD,6,0,0,0,0.00%
Lackawanna,119355503,Mid Valley SD,8304,Mid Valley Secondary Center,809,2,1,3,0.37%
Lackawanna,119356503,North Pocono SD,2446,North Pocono HS,934,2,2,4,0.43%
Lackawanna,119356503,North Pocono SD,5233,North Pocono MS,495,0,0,0,0.00%
Lackawanna,119356503,North Pocono SD,9999,North Pocono SD,15,0,0,0,0.00%
Lackawanna,119356603,Old Forge SD,2449,Old Forge JSHS,418,1,0,1,0.24%
Lackawanna,119356603,Old Forge SD,9999,Old Forge SD,7,0,0,0,0.00%
Lackawanna,119357003,Riverside SD,2496,Riverside JSHS,715,5,2,7,0.98%
Lackawanna,119357402,Scranton SD,7700,Northeast Intrmd Sch,588,0,0,0,0.00%
Lackawanna,119357402,Scranton SD,6413,Scranton HS,"1,599",44,18,62,3.88%
Lackawanna,119357402,Scranton SD,9999,Scranton SD,130,9,4,13,10.00%
Lackawanna,119357402,Scranton SD,2487,South Scranton Intrmd Sch,424,0,0,0,0.00%
Lackawanna,119357402,Scranton SD,2489,West Scranton HS,"1,122",11,7,18,1.60%
Lackawanna,119357402,Scranton SD,6791,West Scranton Intrmd Sch,492,1,3,4,0.81%
Lackawanna,119358403,Valley View SD,6775,Valley View HS,756,0,0,0,0.00%
Lackawanna,119358403,Valley View SD,7283,Valley View MS,416,0,0,0,0.00%
Lackawanna,119358403,Valley View SD,9999,Valley View SD,4,0,0,0,0.00%
Lancaster,113361303,Cocalico SD,6289,Cocalico MS,474,0,0,0,0.00%
Lancaster,113361303,Cocalico SD,9999,Cocalico SD,7,0,0,0,0.00%
Lancaster,113361303,Cocalico SD,6290,Cocalico SHS,947,5,4,9,0.95%
Lancaster,113361503,Columbia Borough SD,9999,Columbia Borough SD,12,2,0,2,16.67%
Lancaster,113361503,Columbia Borough SD,2515,Columbia HS,396,12,4,16,4.04%
Lancaster,113361503,Columbia Borough SD,8326,Columbia MS,207,0,0,0,0.00%
Lancaster,113361703,Conestoga Valley SD,9999,Conestoga Valley SD,3,0,0,0,0.00%
Lancaster,113361703,Conestoga Valley SD,2532,Conestoga Valley SHS,"1,280",8,2,10,0.78%
Lancaster,113361703,Conestoga Valley SD,2531,Gerald G Huesken MS,647,0,0,0,0.00%
Lancaster,113362203,Donegal SD,2539,Donegal HS,917,3,0,3,0.33%
Lancaster,113362203,Donegal SD,7165,Donegal JHS,463,1,0,1,0.22%
Lancaster,113362203,Donegal SD,9999,Donegal SD,8,2,1,3,37.50%
Lancaster,113362303,Eastern Lancaster County SD,9999,Eastern Lancaster County SD,2,0,0,0,0.00%
Lancaster,113362303,Eastern Lancaster County SD,7209,Garden Spot MS,493,0,0,0,0.00%
Lancaster,113362303,Eastern Lancaster County SD,2554,Garden Spot SHS,983,9,5,14,1.42%
Lancaster,113362303,Eastern Lancaster County SD,4707,New Holland Elementary,2,0,0,0,0.00%
Lancaster,113362403,Elizabethtown Area SD,6862,Elizabethtown Area MS,653,0,0,0,0.00%
Lancaster,113362403,Elizabethtown Area SD,9999,Elizabethtown Area SD,8,1,0,1,12.50%
Lancaster,113362403,Elizabethtown Area SD,2562,Elizabethtown Area SHS,"1,242",5,5,10,0.81%
Lancaster,113362603,Ephrata Area SD,9999,Ephrata Area SD,4,0,0,0,0.00%
Lancaster,113362603,Ephrata Area SD,6712,Ephrata MS,678,0,0,0,0.00%
Lancaster,113362603,Ephrata Area SD,6293,Ephrata SHS,"1,294",10,7,17,1.31%
Lancaster,113363103,Hempfield SD,5055,Centerville MS,598,0,0,0,0.00%
Lancaster,113363103,Hempfield SD,9999,Hempfield SD,6,1,0,1,16.67%
Lancaster,113363103,Hempfield SD,2578,Hempfield SHS,"2,187",13,6,19,0.87%
Lancaster,113363103,Hempfield SD,7421,Landisville MS,526,0,0,0,0.00%
Lancaster,113362940,La Academia Partnership CS,7538,La Academia Partnership Charter School,188,0,0,0,0.00%
Lancaster,113363603,Lampeter-Strasburg SD,9999,Lampeter-Strasburg SD,9,1,0,1,11.11%
Lancaster,113363603,Lampeter-Strasburg SD,2607,Lampeter-Strasburg SHS,993,5,1,6,0.60%
Lancaster,113363603,Lampeter-Strasburg SD,6297,Martin Meylin MS,473,0,0,0,0.00%
Lancaster,113364002,Lancaster SD,2599,Elizabeth R Martin El Sch,146,0,0,0,0.00%
Lancaster,113364002,Lancaster SD,2593,Hand MS,348,1,1,2,0.57%
Lancaster,113364002,Lancaster SD,9999,Lancaster SD,73,4,2,6,8.22%
Lancaster,113364002,Lancaster SD,2595,Lincoln MS,314,1,1,2,0.64%
Lancaster,113364002,Lancaster SD,2596,McCaskey Campus,"2,631",19,12,31,1.18%
Lancaster,113364002,Lancaster SD,7922,Phoenix Academy,350,48,27,75,21.43%
Lancaster,113364002,Lancaster SD,2594,Reynolds MS,319,1,1,2,0.63%
Lancaster,113364002,Lancaster SD,2600,Wheatland MS,384,1,1,2,0.52%
Lancaster,113364403,Manheim Central SD,7953,Manheim Central MS,467,0,0,0,0.00%
Lancaster,113364403,Manheim Central SD,9999,Manheim Central SD,3,0,0,0,0.00%
Lancaster,113364403,Manheim Central SD,2618,Manheim Central SHS,"1,002",7,7,14,1.40%
Lancaster,113364503,Manheim Township SD,8246,Landis Run Intermediate School,1,0,0,0,0.00%
Lancaster,113364503,Manheim Township SD,9999,Manheim Township SD,10,2,0,2,20.00%
Lancaster,113364503,Manheim Township SD,2623,Manheim Twp HS,"1,817",8,7,15,0.83%
Lancaster,113364503,Manheim Township SD,5114,Manheim Twp MS,958,1,1,2,0.21%
Lancaster,113365203,Penn Manor SD,7410,Manor Middle School,492,0,0,0,0.00%
Lancaster,113365203,Penn Manor SD,5238,Marticville MS,376,0,0,0,0.00%
Lancaster,113365203,Penn Manor SD,2633,Penn Manor HS,"1,632",4,6,10,0.61%
Lancaster,113365203,Penn Manor SD,9999,Penn Manor SD,14,1,2,3,21.43%
Lancaster,113365303,Pequea Valley SD,2649,Pequea Valley HS,470,3,2,5,1.06%
Lancaster,113365303,Pequea Valley SD,6300,Pequea Valley Intrmd Sch,230,0,0,0,0.00%
Lancaster,113365303,Pequea Valley SD,9999,Pequea Valley SD,7,1,1,2,28.57%
Lancaster,113367003,Solanco SD,2657,Smith MS,263,1,0,1,0.38%
Lancaster,113367003,Solanco SD,2658,Solanco HS,"1,078",12,2,14,1.30%
Lancaster,113367003,Solanco SD,5054,Swift MS,282,0,0,0,0.00%
Lancaster,113369003,Warwick SD,5336,Warwick MS,664,0,0,0,0.00%
Lancaster,113369003,Warwick SD,2663,Warwick SHS,"1,309",2,6,8,0.61%
Lawrence,104372003,Ellwood City Area SD,9999,Ellwood City Area SD,1,0,0,0,0.00%
Lawrence,104372003,Ellwood City Area SD,2675,Lincoln JSHS,722,4,3,7,0.97%
Lawrence,104374003,Laurel SD,2680,Laurel HS,362,0,0,0,0.00%
Lawrence,104374003,Laurel SD,8432,Laurel MS,151,0,0,0,0.00%
Lawrence,104374003,Laurel SD,9999,Laurel SD,1,0,0,0,0.00%
Lawrence,104374207,Lawrence County CTC,4940,Lawrence County CTC,368,4,2,6,1.63%
Lawrence,104375003,Mohawk Area SD,8404,Mohawk JHS,256,0,0,0,0.00%
Lawrence,104375003,Mohawk Area SD,2686,Mohawk SHS,420,0,0,0,0.00%
Lawrence,104375203,Neshannock Township SD,2689,Neshannock JSHS,581,0,1,1,0.17%
Lawrence,104375203,Neshannock Township SD,9999,Neshannock Township SD,2,0,0,0,0.00%
Lawrence,104375302,New Castle Area SD,9999,New Castle Area SD,28,3,1,4,14.29%
Lawrence,104375302,New Castle Area SD,8284,New Castle JHS,496,0,0,0,0.00%
Lawrence,104375302,New Castle Area SD,2704,New Castle SHS,761,10,5,15,1.97%
Lawrence,104376203,Shenango Area SD,9999,Shenango Area SD,1,0,0,0,0.00%
Lawrence,104376203,Shenango Area SD,2708,Shenango HS,511,2,1,3,0.59%
Lawrence,104377003,Union Area SD,2712,Union Area HS,190,0,1,1,0.53%
Lawrence,104377003,Union Area SD,7083,Union Area MS,114,0,0,0,0.00%
Lawrence,104377003,Union Area SD,9999,Union Area SD,3,0,0,0,0.00%
Lawrence,104378003,Wilmington Area SD,2721,Wilmington Area HS,371,0,0,0,0.00%
Lawrence,104378003,Wilmington Area SD,7352,Wilmington Area MS,159,0,0,0,0.00%
Lebanon,113380303,Annville-Cleona SD,2725,Annville Cleona HS,479,2,2,4,0.84%
Lebanon,113380303,Annville-Cleona SD,8178,Annville-Cleona MS,222,0,0,0,0.00%
Lebanon,113380303,Annville-Cleona SD,9999,Annville-Cleona SD,4,0,1,1,25.00%
Lebanon,113381303,Cornwall-Lebanon SD,4800,Cedar Crest HS,"1,539",14,6,20,1.30%
Lebanon,113381303,Cornwall-Lebanon SD,6301,Cedar Crest MS,792,0,0,0,0.00%
Lebanon,113382303,Eastern Lebanon County SD,6612,Eastern Lebanon Co MS,388,0,0,0,0.00%
Lebanon,113382303,Eastern Lebanon County SD,2740,Eastern Lebanon Co SHS,732,6,5,11,1.50%
Lebanon,113384603,Lebanon SD,2754,Lebanon MS,753,2,1,3,0.40%
Lebanon,113384603,Lebanon SD,9999,Lebanon SD,60,26,7,33,55.00%
Lebanon,113384603,Lebanon SD,5155,Lebanon SHS,"1,344",19,19,38,2.83%
Lebanon,113385003,Northern Lebanon SD,8310,Northern Lebanon MS,341,0,0,0,0.00%
Lebanon,113385003,Northern Lebanon SD,9999,Northern Lebanon SD,22,2,0,2,9.09%
Lebanon,113385003,Northern Lebanon SD,2760,Northern Lebanon SHS,681,9,4,13,1.91%
Lebanon,113385303,Palmyra Area SD,2765,Palmyra Area MS,604,0,0,0,0.00%
Lebanon,113385303,Palmyra Area SD,2766,Palmyra Area SHS,"1,150",9,2,11,0.96%
Lehigh,121390302,Allentown City SD,9999,Allentown City SD,126,27,12,39,30.95%
Lehigh,121390302,Allentown City SD,8412,Building 21 Allentown,460,5,2,7,1.52%
Lehigh,121390302,Allentown City SD,2792,Francis D Raub MS,596,0,0,0,0.00%
Lehigh,121390302,Allentown City SD,2791,Harrison-Morton MS,531,2,0,2,0.38%
Lehigh,121390302,Allentown City SD,2795,Louis E Dieruff HS,"1,914",36,20,56,2.93%
Lehigh,121390302,Allentown City SD,2793,South Mountain MS,777,1,1,2,0.26%
Lehigh,121390302,Allentown City SD,4929,Trexler MS,563,1,0,1,0.18%
Lehigh,121390302,Allentown City SD,2794,William Allen HS,"2,584",91,39,130,5.03%
Lehigh,121395927,Arts Academy CS,8214,Arts Academy CS,210,0,0,0,0.00%
Lehigh,121391303,Catasauqua Area SD,2797,Catasauqua MS,247,0,0,0,0.00%
Lehigh,121391303,Catasauqua Area SD,2798,Catasauqua SHS,471,8,6,14,2.97%
Lehigh,121394017,Circle of Seasons CS,8262,Circle of Seasons Charter School,61,0,0,0,0.00%
Lehigh,121392303,East Penn SD,9999,East Penn SD,17,1,0,1,5.88%
Lehigh,121392303,East Penn SD,2809,Emmaus HS,"2,868",12,7,19,0.66%
Lehigh,121392303,East Penn SD,7560,Eyer MS,604,0,0,0,0.00%
Lehigh,121392303,East Penn SD,7559,Lower Macungie MS,755,0,0,0,0.00%
Lehigh,121398065,Executive Education Academy CS,8325,Executive Education Academy Charter Scho,587,2,0,2,0.34%
Lehigh,121395526,Innovative Arts Academy CS,8371,Innovative Arts Academy CS,485,0,0,0,0.00%
Lehigh,175390169,Lincoln Leadership Academy CS,8125,Lincoln Leadership Academy Charter Schoo,348,0,0,0,0.00%
Lehigh,121394503,Northern Lehigh SD,6829,Northern Lehigh MS,233,0,0,0,0.00%
Lehigh,121394503,Northern Lehigh SD,9999,Northern Lehigh SD,7,2,0,2,28.57%
Lehigh,121394503,Northern Lehigh SD,2818,Northern Lehigh SHS,476,8,1,9,1.89%
